Unnamed: 0,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Purchase
392,1000064,P00110942,M,18-25,1,A,1,1,1,2.0,19462
393,1000065,P00289942,M,36-45,12,C,2,1,3,4.0,13253
394,1000065,P00147942,M,36-45,12,C,2,1,1,16.0,19420
395,1000065,P00216142,M,36-45,12,C,2,1,1,16.0,19409
396,1000065,P00104842,M,36-45,12,C,2,1,8,9.842329251122386,9889
397,1000065,P00113142,M,36-45,12,C,2,1,1,5.0,15628
398,1000065,P00177942,M,36-45,12,C,2,1,5,8.0,7053
399,1000066,P00265242,M,26-35,18,C,2,0,5,8.0,8652
400,1000067,P00118142,F,51-55,5,C,4,1,8,17.0,8088
401,1000067,P00003642,F,51-55,5,C,4,1,8,9.842329251122386,9878
402,1000067,P00178342,F,51-55,5,C,4,1,8,9.842329251122386,7771
403,1000068,P00289742,M,18-25,4,A,0,0,8,9.842329251122386,9938
404,1000068,P00085042,M,18-25,4,A,0,0,5,6.0,7036
405,1000068,P00248942,M,18-25,4,A,0,0,1,6.0,11429
406,1000069,P00184942,F,26-35,1,A,1,0,1,8.0,11715
407,1000069,P00041542,F,26-35,1,A,1,0,8,9.842329251122386,7973
408,1000070,P00249142,M,18-25,4,A,2,0,5,9.842329251122386,7076
409,1000070,P00284042,M,18-25,4,A,2,0,8,17.0,2304
410,1000071,P00165442,M,26-35,14,A,0,1,1,15.0,11846
411,1000071,P00115942,M,26-35,14,A,0,1,8,17.0,7908
412,1000071,P00278642,M,26-35,14,A,0,1,5,9.842329251122386,5223
413,1000071,P00021742,M,26-35,14,A,0,1,5,9.842329251122386,6996
414,1000072,P00156442,F,46-50,0,B,1,1,8,9.842329251122386,7968
415,1000072,P00318742,F,46-50,0,B,1,1,1,8.0,15426
416,1000073,P00351142,M,18-25,4,A,4,0,1,8.0,15900
417,1000073,P00074442,M,18-25,4,A,4,0,1,16.0,11822
418,1000073,P00047242,M,18-25,4,A,4,0,1,5.0,7802
419,1000073,P00199042,M,18-25,4,A,4,0,1,5.0,15624
420,1000073,P00192542,M,18-25,4,A,4,0,1,2.0,15212
421,1000074,P00351142,M,36-45,14,A,2,1,1,8.0,15581
422,1000074,P00350042,M,36-45,14,A,2,1,6,8.0,12409
423,1000075,P00248442,F,0-17,10,C,4,0,3,4.0,13337
424,1000075,P00172842,F,0-17,10,C,4,0,3,4.0,13667
425,1000075,P00198142,F,0-17,10,C,4,0,2,4.0,12746
426,1000075,P00282142,F,0-17,10,C,4,0,3,4.0,5349
427,1000075,P00166942,F,0-17,10,C,4,0,2,4.0,16187
428,1000075,P00187742,F,0-17,10,C,4,0,2,4.0,16320
429,1000075,P00003442,F,0-17,10,C,4,0,4,5.0,2129
430,1000075,P00060242,F,0-17,10,C,4,0,3,4.0,11055
431,1000075,P00137642,F,0-17,10,C,4,0,3,4.0,11000
432,1000075,P00106742,F,0-17,10,C,4,0,3,5.0,10578
433,1000076,P00126142,M,36-45,7,B,2,1,8,16.0,7909
434,1000076,P00219842,M,36-45,7,B,2,1,5,9.842329251122386,7190
435,1000076,P00046142,M,36-45,7,B,2,1,1,16.0,15393
436,1000076,P00338442,M,36-45,7,B,2,1,1,16.0,11867
437,1000076,P00328142,M,36-45,7,B,2,1,8,16.0,5973
438,1000077,P00255542,M,18-25,4,C,2,0,5,9.842329251122386,6909
439,1000077,P00250842,M,18-25,4,C,2,0,8,9.842329251122386,6144
440,1000077,P00260142,M,18-25,4,C,2,0,5,14.0,5432
441,1000078,P0097142,F,46-50,1,C,0,1,12,9.842329251122386,1720
442,1000078,P00209842,F,46-50,1,C,0,1,5,8.0,6852
443,1000078,P00212942,F,46-50,1,C,0,1,5,9.842329251122386,7061
444,1000078,P00283942,F,46-50,1,C,0,1,5,9.842329251122386,6868
445,1000078,P00303242,F,46-50,1,C,0,1,5,8.0,8598
446,1000078,P00170442,F,46-50,1,C,0,1,5,9.842329251122386,3624
447,1000078,P00045842,F,46-50,1,C,0,1,5,14.0,6986
448,1000078,P00040442,F,46-50,1,C,0,1,5,14.0,6862
449,1000079,P00195842,F,46-50,0,A,1,0,3,4.0,7962
450,1000079,P00148642,F,46-50,0,A,1,0,6,10.0,15943
451,1000080,P00157542,M,55+,1,C,3,1,8,14.0,9788
452,1000080,P00293242,M,55+,1,C,3,1,8,16.0,9859
453,1000080,P00064042,M,55+,1,C,3,1,3,4.0,8248
454,1000081,P00344242,F,26-35,0,A,1,1,8,10.0,10058
455,1000082,P00015542,M,26-35,17,C,2,1,1,2.0,8162
456,1000082,P00001642,M,26-35,17,C,2,1,8,16.0,8045
457,1000083,P00105142,F,26-35,2,C,1,0,1,2.0,15584
458,1000083,P00251242,F,26-35,2,C,1,0,5,11.0,8775
459,1000083,P00183442,F,26-35,2,C,1,0,1,2.0,7996
460,1000083,P00199442,F,26-35,2,C,1,0,5,9.0,6889
461,1000083,P00054542,F,26-35,2,C,1,0,1,2.0,11730
462,1000084,P00034742,M,18-25,4,C,1,0,5,14.0,5315
463,1000084,P00042242,M,18-25,4,C,1,0,5,15.0,3497
464,1000084,P00277442,M,18-25,4,C,1,0,1,6.0,11896
465,1000084,P00163142,M,18-25,4,C,1,0,6,8.0,20595
466,1000085,P00027142,M,18-25,4,C,1,0,8,9.842329251122386,5986
467,1000086,P00145042,F,0-17,10,C,3,0,1,2.0,19283
468,1000086,P00053942,F,0-17,10,C,3,0,1,2.0,19442
469,1000087,P00173342,M,26-35,14,C,2,0,1,6.0,4121
470,1000087,P00233342,M,26-35,14,C,2,0,1,15.0,3847
471,1000087,P00036842,M,26-35,14,C,2,0,1,14.0,4528
472,1000088,P00010842,F,46-50,1,C,1,1,8,16.0,10022
473,1000088,P00120242,F,46-50,1,C,1,1,8,9.842329251122386,7809
474,1000088,P00313342,F,46-50,1,C,1,1,5,9.842329251122386,7019
475,1000089,P00223942,F,55+,9,C,1,1,5,8.0,8804
476,1000089,P00362342,F,55+,9,C,1,1,5,9.842329251122386,1747
477,1000090,P00027542,M,55+,13,C,1,0,8,9.842329251122386,6122
478,1000090,P00051442,M,55+,13,C,1,0,8,17.0,7824
479,1000090,P00234842,M,55+,13,C,1,0,5,6.0,8714
480,1000090,P00029242,M,55+,13,C,1,0,8,9.842329251122386,7786
481,1000090,P0097842,M,55+,13,C,1,0,5,9.842329251122386,6975
482,1000090,P00160942,M,55+,13,C,1,0,1,16.0,15433
483,1000090,P00136542,M,55+,13,C,1,0,5,8.0,3667
484,1000090,P00223242,M,55+,13,C,1,0,5,14.0,5354
485,1000090,P00127942,M,55+,13,C,1,0,1,2.0,11605
486,1000090,P00248542,M,55+,13,C,1,0,8,16.0,6078
487,1000090,P00145842,M,55+,13,C,1,0,4,5.0,1463
488,1000090,P00214342,M,55+,13,C,1,0,5,9.842329251122386,2010
489,1000090,P00161542,M,55+,13,C,1,0,2,15.0,10009
490,1000090,P00001942,M,55+,13,C,1,0,5,9.842329251122386,7178
491,1000091,P00010842,M,36-45,7,C,3,1,8,16.0,6013
492,1000091,P00220442,M,36-45,7,C,3,1,5,14.0,8858
493,1000091,P00278642,M,36-45,7,C,3,1,5,9.842329251122386,5252
494,1000091,P00138542,M,36-45,7,C,3,1,5,6.0,8771
495,1000092,P00317942,F,18-25,4,B,1,0,8,16.0,7884
496,1000092,P00190042,F,18-25,4,B,1,0,3,4.0,13400
497,1000092,P00328042,F,18-25,4,B,1,0,8,14.0,2233
498,1000092,P00370242,F,18-25,4,B,1,0,5,9.842329251122386,3545
499,1000092,P00340642,F,18-25,4,B,1,0,5,9.842329251122386,1868
500,1000092,P00358242,F,18-25,4,B,1,0,8,9.842329251122386,5916
501,1000092,P0096542,F,18-25,4,B,1,0,3,4.0,5780
502,1000092,P0096942,F,18-25,4,B,1,0,3,4.0,5755
503,1000092,P00074142,F,18-25,4,B,1,0,3,4.0,3126
504,1000092,P00273442,F,18-25,4,B,1,0,12,14.0,1387
505,1000092,P00270042,F,18-25,4,B,1,0,8,14.0,2114
506,1000092,P00255842,F,18-25,4,B,1,0,16,9.842329251122386,16416
507,1000092,P00223842,F,18-25,4,B,1,0,2,4.0,3460
508,1000092,P00014842,F,18-25,4,B,1,0,1,2.0,11449
509,1000092,P00274342,F,18-25,4,B,1,0,2,8.0,6434
510,1000093,P00199442,M,26-35,17,B,1,1,5,9.0,7038
511,1000093,P00216342,M,26-35,17,B,1,1,3,4.0,11031
512,1000093,P00070542,M,26-35,17,B,1,1,3,15.0,13293
513,1000093,P00112542,M,26-35,17,B,1,1,1,11.0,15895
514,1000093,P00346142,M,26-35,17,B,1,1,1,15.0,19247
515,1000093,P00208742,M,26-35,17,B,1,1,1,6.0,8058
516,1000093,P00248942,M,26-35,17,B,1,1,1,6.0,11754
517,1000093,P00351142,M,26-35,17,B,1,1,1,8.0,12037
518,1000093,P00304442,M,26-35,17,B,1,1,1,16.0,15479
519,1000093,P00014042,M,26-35,17,B,1,1,1,9.842329251122386,7836
520,1000093,P00028442,M,26-35,17,B,1,1,1,8.0,15901
521,1000093,P00155442,M,26-35,17,B,1,1,1,11.0,11533
522,1000093,P00133442,M,26-35,17,B,1,1,1,16.0,11601
523,1000093,P00159842,M,26-35,17,B,1,1,1,16.0,4251
524,1000093,P00019942,M,26-35,17,B,1,1,1,9.842329251122386,8289
525,1000093,P00366542,M,26-35,17,B,1,1,5,9.842329251122386,3612
526,1000094,P00117042,M,26-35,17,C,1,0,1,2.0,15482
527,1000095,P00141942,M,46-50,0,C,4,1,5,8.0,3746
528,1000095,P00003642,M,46-50,0,C,4,1,8,9.842329251122386,7857
529,1000096,P00117942,F,26-35,16,C,2,1,5,15.0,7193
530,1000096,P00001742,F,26-35,16,C,2,1,8,14.0,5857
531,1000097,P00209842,F,36-45,3,C,3,0,5,8.0,7040
532,1000097,P00293742,F,36-45,3,C,3,0,8,9.842329251122386,7976
533,1000097,P00315442,F,36-45,3,C,3,0,1,9.842329251122386,11670
534,1000097,P00297642,F,36-45,3,C,3,0,8,9.842329251122386,6150
535,1000097,P00088542,F,36-45,3,C,3,0,5,12.0,6964
536,1000097,P00089042,F,36-45,3,C,3,0,13,9.842329251122386,940
537,1000097,P00175742,F,36-45,3,C,3,0,8,17.0,9956
538,1000097,P00115942,F,36-45,3,C,3,0,8,17.0,7773
539,1000099,P00317842,F,0-17,10,C,1,0,8,9.842329251122386,5935
540,1000099,P00334242,F,0-17,10,C,1,0,1,8.0,18982
541,1000099,P00035542,F,0-17,10,C,1,0,3,4.0,10769
542,1000099,P00129542,F,0-17,10,C,1,0,8,14.0,7821
543,1000099,P00234842,F,0-17,10,C,1,0,5,6.0,2007
544,1000100,P00057942,M,36-45,17,C,4,0,1,2.0,11612
545,1000100,P00037142,M,36-45,17,C,4,0,1,2.0,7824
546,1000100,P00059442,M,36-45,17,C,4,0,6,8.0,12486
547,1000101,P00278042,F,18-25,3,A,1,0,1,9.842329251122386,19464
548,1000101,P00154042,F,18-25,3,A,1,0,1,2.0,19027
549,1000101,P00014042,F,18-25,3,A,1,0,1,9.842329251122386,19394
550,1000101,P00262242,F,18-25,3,A,1,0,1,11.0,15871
551,1000102,P00010842,M,36-45,19,C,3,0,8,16.0,9941
552,1000102,P00334242,M,36-45,19,C,3,0,1,8.0,3829
553,1000102,P00337942,M,36-45,19,C,3,0,5,9.842329251122386,7108
554,1000102,P00274942,M,36-45,19,C,3,0,8,9.842329251122386,4102
555,1000102,P00229342,M,36-45,19,C,3,0,5,14.0,2028
556,1000102,P00274242,M,36-45,19,C,3,0,1,9.842329251122386,8310
557,1000102,P00084642,M,36-45,19,C,3,0,13,16.0,929
558,1000103,P00071242,M,46-50,7,B,2,1,1,15.0,15827
559,1000103,P00050442,M,46-50,7,B,2,1,1,8.0,15233
560,1000103,P0097342,M,46-50,7,B,2,1,1,15.0,15418
561,1000103,P00165442,M,46-50,7,B,2,1,1,15.0,15801
562,1000105,P00269542,M,46-50,12,C,1,1,11,15.0,6073
563,1000105,P00045542,M,46-50,12,C,1,1,5,14.0,6975
564,1000105,P00139742,M,46-50,12,C,1,1,8,16.0,4039
565,1000105,P00332242,M,46-50,12,C,1,1,1,16.0,11476
566,1000106,P00205442,F,36-45,11,C,4,0,5,8.0,7035
567,1000106,P00085542,F,36-45,11,C,4,0,5,14.0,8645
568,1000106,P00112142,F,36-45,11,C,4,0,1,2.0,19703
569,1000107,P00323742,M,46-50,18,C,4,0,8,9.842329251122386,9753
570,1000107,P00183142,M,46-50,18,C,4,0,15,9.842329251122386,17403
571,1000107,P00344242,M,46-50,18,C,4,0,8,10.0,3921
572,1000107,P00298242,M,46-50,18,C,4,0,8,9.842329251122386,5823
573,1000107,P00300942,M,46-50,18,C,4,0,16,9.842329251122386,12163
574,1000107,P0097142,M,46-50,18,C,4,0,12,9.842329251122386,1058
575,1000108,P00013942,M,26-35,12,C,3,0,5,9.842329251122386,2021
576,1000109,P00087042,M,46-50,15,C,1,1,10,14.0,19131
577,1000109,P00087342,M,46-50,15,C,1,1,5,14.0,6863
578,1000109,P00195642,M,46-50,15,C,1,1,5,9.842329251122386,7085
579,1000110,P00035842,M,26-35,2,B,4,0,5,6.0,6923
580,1000111,P00036842,M,36-45,15,C,3,0,1,14.0,15351
581,1000111,P00013942,M,36-45,15,C,3,0,5,9.842329251122386,5149
582,1000112,P00289942,M,26-35,16,C,3,1,3,4.0,13575
583,1000113,P00351142,M,18-25,12,C,2,0,1,8.0,19697
584,1000113,P00147342,M,18-25,12,C,2,0,15,16.0,12790
585,1000114,P00350942,F,26-35,2,C,0,0,3,4.0,10930
586,1000114,P00176842,F,26-35,2,C,0,0,12,14.0,1735
587,1000116,P00275842,M,26-35,17,C,2,1,2,9.0,16171
588,1000116,P00192542,M,26-35,17,C,2,1,1,2.0,15726
589,1000117,P00351342,M,26-35,17,A,2,1,1,2.0,8337
590,1000117,P00184142,M,26-35,17,A,2,1,8,14.0,9756
591,1000117,P00317342,M,26-35,17,A,2,1,8,16.0,8140
592,1000117,P00217242,M,26-35,17,A,2,1,1,15.0,12009
593,1000117,P00014542,M,26-35,17,A,2,1,8,9.842329251122386,5959
594,1000117,P00021742,M,26-35,17,A,2,1,5,9.842329251122386,8649
595,1000117,P00358242,M,26-35,17,A,2,1,8,9.842329251122386,2018
596,1000117,P00335442,M,26-35,17,A,2,1,1,15.0,7880
597,1000117,P0098342,M,26-35,17,A,2,1,1,2.0,19446
598,1000117,P00079742,M,26-35,17,A,2,1,1,2.0,8300
599,1000117,P00143642,M,26-35,17,A,2,1,1,2.0,11893
600,1000117,P00251342,M,26-35,17,A,2,1,5,11.0,5415
601,1000117,P00232342,M,26-35,17,A,2,1,11,9.842329251122386,2967
602,1000117,P00179042,M,26-35,17,A,2,1,11,9.842329251122386,4543
603,1000117,P00180942,M,26-35,17,A,2,1,11,9.842329251122386,1474
604,1000117,P00265742,M,26-35,17,A,2,1,5,12.0,5417
605,1000118,P00194542,M,36-45,17,C,4,0,8,14.0,8081
606,1000118,P00001742,M,36-45,17,C,4,0,8,14.0,9712
607,1000118,P00127642,M,36-45,17,C,4,0,1,2.0,15909
608,1000118,P00355142,M,36-45,17,C,4,0,1,15.0,15651
609,1000118,P00144642,M,36-45,17,C,4,0,1,15.0,15756
610,1000118,P00201342,M,36-45,17,C,4,0,1,2.0,8012
611,1000118,P00251942,M,36-45,17,C,4,0,1,2.0,11408
612,1000118,P00009342,M,36-45,17,C,4,0,1,16.0,15492
613,1000118,P00345842,M,36-45,17,C,4,0,2,8.0,9569
614,1000118,P00191442,M,36-45,17,C,4,0,1,2.0,15687
615,1000118,P00223242,M,36-45,17,C,4,0,5,14.0,5304
616,1000118,P00120342,M,36-45,17,C,4,0,5,17.0,6923
617,1000119,P00330642,F,0-17,10,C,1,0,5,9.842329251122386,5277
618,1000119,P00238542,F,0-17,10,C,1,0,5,14.0,7088
619,1000119,P0094942,F,0-17,10,C,1,0,4,8.0,2122
620,1000119,P00068042,F,0-17,10,C,1,0,3,4.0,5597
621,1000119,P00227642,F,0-17,10,C,1,0,1,5.0,15837
622,1000120,P00005042,M,26-35,11,C,0,0,6,16.0,16128
623,1000121,P00102042,M,36-45,7,C,2,0,5,9.842329251122386,3627
624,1000121,P00059742,M,36-45,7,C,2,0,1,11.0,19498
625,1000122,P00142142,F,18-25,4,C,1,0,1,2.0,4530
626,1000123,P00248142,M,36-45,9,B,4,1,5,9.842329251122386,3639
627,1000123,P00279342,M,36-45,9,B,4,1,5,14.0,5314
628,1000123,P00267542,M,36-45,9,B,4,1,1,16.0,12111
629,1000123,P00217742,M,36-45,9,B,4,1,5,14.0,3631
630,1000123,P00113242,M,36-45,9,B,4,1,1,6.0,19586
631,1000123,P00000642,M,36-45,9,B,4,1,1,6.0,18971
632,1000123,P00163342,M,36-45,9,B,4,1,6,8.0,16456
633,1000123,P00116842,M,36-45,9,B,4,1,2,5.0,13009
634,1000123,P00036842,M,36-45,9,B,4,1,1,14.0,15635
635,1000123,P00278042,M,36-45,9,B,4,1,1,9.842329251122386,15181
636,1000123,P00348742,M,36-45,9,B,4,1,16,9.842329251122386,16379
637,1000123,P00061142,M,36-45,9,B,4,1,8,16.0,6187
638,1000123,P00015942,M,36-45,9,B,4,1,6,10.0,16446
639,1000123,P00346542,M,36-45,9,B,4,1,10,13.0,14650
640,1000123,P00188742,M,36-45,9,B,4,1,8,14.0,7810
641,1000123,P00346942,M,36-45,9,B,4,1,1,5.0,8143
642,1000123,P00212542,M,36-45,9,B,4,1,8,14.0,4018
643,1000123,P00007042,M,36-45,9,B,4,1,1,9.842329251122386,11971
644,1000123,P00240242,M,36-45,9,B,4,1,1,15.0,8130
645,1000124,P00291042,M,55+,7,C,1,1,8,9.842329251122386,7904
646,1000125,P00244642,M,46-50,14,B,3,1,11,9.842329251122386,4497
647,1000125,P00090542,M,46-50,14,B,3,1,16,9.842329251122386,16498
648,1000125,P00274142,M,46-50,14,B,3,1,1,9.842329251122386,19234
649,1000125,P00266642,M,46-50,14,B,3,1,1,8.0,15253
650,1000125,P00182142,M,46-50,14,B,3,1,1,5.0,19064
651,1000125,P00270542,M,46-50,14,B,3,1,1,6.0,11647
652,1000126,P00087042,M,18-25,9,B,1,0,10,14.0,23233
653,1000126,P00121642,M,18-25,9,B,1,0,5,14.0,3638
654,1000127,P00145042,F,46-50,3,C,1,1,1,2.0,19681
655,1000127,P00086442,F,46-50,3,C,1,1,8,13.0,5886
656,1000127,P00361842,F,46-50,3,C,1,1,15,16.0,17320
657,1000127,P00057442,F,46-50,3,C,1,1,5,14.0,5332
658,1000127,P00078142,F,46-50,3,C,1,1,8,16.0,7890
659,1000128,P00245642,M,55+,6,A,1,1,5,11.0,8629
660,1000129,P00037542,M,26-35,11,C,2,0,1,9.842329251122386,15383
661,1000129,P00049842,M,26-35,11,C,2,0,1,8.0,15641
662,1000129,P00022942,M,26-35,11,C,2,0,5,8.0,5298
663,1000129,P00000642,M,26-35,11,C,2,0,1,6.0,15525
664,1000129,P00183442,M,26-35,11,C,2,0,1,2.0,19406
665,1000130,P00350442,M,36-45,17,B,3,1,2,3.0,3688
666,1000130,P00119542,M,36-45,17,B,3,1,8,14.0,2209
667,1000130,P00025442,M,36-45,17,B,3,1,1,2.0,19706
668,1000130,P00080342,M,36-45,17,B,3,1,1,6.0,15907
669,1000130,P00127642,M,36-45,17,B,3,1,1,2.0,19062
670,1000130,P00127242,M,36-45,17,B,3,1,1,16.0,15244
671,1000130,P00338542,M,36-45,17,B,3,1,1,9.842329251122386,19304
672,1000130,P00246142,M,36-45,17,B,3,1,1,15.0,19240
673,1000130,P00317642,M,36-45,17,B,3,1,1,2.0,19559
674,1000130,P00339542,M,36-45,17,B,3,1,1,9.842329251122386,19090
675,1000130,P00277442,M,36-45,17,B,3,1,1,6.0,15744
676,1000131,P00170642,M,18-25,4,C,4,0,5,8.0,6886
677,1000131,P00115442,M,18-25,4,C,4,0,8,9.842329251122386,8075
678,1000131,P00212742,M,18-25,4,C,4,0,5,9.842329251122386,8801
679,1000131,P00209842,M,18-25,4,C,4,0,5,8.0,8734
680,1000131,P00150742,M,18-25,4,C,4,0,8,14.0,5936
681,1000131,P00154642,M,18-25,4,C,4,0,8,9.842329251122386,5945
682,1000131,P00109342,M,18-25,4,C,4,0,5,9.842329251122386,5418
683,1000131,P00162642,M,18-25,4,C,4,0,5,8.0,6896
684,1000131,P00192542,M,18-25,4,C,4,0,1,2.0,7734
685,1000131,P00017042,M,18-25,4,C,4,0,8,9.842329251122386,8127
686,1000132,P00100842,M,26-35,17,C,1,0,5,9.842329251122386,8709
687,1000132,P00329442,M,26-35,17,C,1,0,5,8.0,8678
688,1000132,P00303842,M,26-35,17,C,1,0,5,8.0,5463
689,1000132,P00045842,M,26-35,17,C,1,0,5,14.0,3743
690,1000132,P00250242,M,26-35,17,C,1,0,5,9.842329251122386,8751
691,1000133,P00012542,F,26-35,0,C,1,1,5,14.0,6954
692,1000133,P00152442,F,26-35,0,C,1,1,8,9.842329251122386,9972
693,1000133,P00058442,F,26-35,0,C,1,1,5,14.0,7041
694,1000133,P00303842,F,26-35,0,C,1,1,5,8.0,8779
695,1000133,P00248342,F,26-35,0,C,1,1,8,13.0,7797
696,1000134,P00218642,M,26-35,0,C,3,1,5,9.842329251122386,3622
697,1000134,P00125942,M,26-35,0,C,3,1,1,2.0,15783
698,1000134,P00241542,M,26-35,0,C,3,1,1,6.0,3843
699,1000134,P00346442,M,26-35,0,C,3,1,1,2.0,3877
700,1000135,P00295942,M,18-25,4,C,1,1,2,5.0,16241
701,1000135,P00248942,M,18-25,4,C,1,1,1,6.0,19146
702,1000135,P00270142,M,18-25,4,C,1,1,5,9.842329251122386,3709
703,1000136,P0099042,M,18-25,2,B,3,0,5,12.0,8850
704,1000136,P00367142,M,18-25,2,B,3,0,11,9.842329251122386,1498
705,1000136,P00233342,M,18-25,2,B,3,0,1,15.0,4304
706,1000136,P00118842,M,18-25,2,B,3,0,5,8.0,7031
707,1000136,P00034842,M,18-25,2,B,3,0,5,14.0,1754
708,1000136,P00001142,M,18-25,2,B,3,0,5,8.0,3613
709,1000136,P00008842,M,18-25,2,B,3,0,1,16.0,15563
710,1000136,P00222142,M,18-25,2,B,3,0,5,13.0,7092
711,1000136,P00059442,M,18-25,2,B,3,0,6,8.0,16709
712,1000136,P00189842,M,18-25,2,B,3,0,3,4.0,5596
713,1000136,P00074142,M,18-25,2,B,3,0,3,4.0,8224
714,1000136,P00051942,M,18-25,2,B,3,0,5,6.0,6901
715,1000136,P00013742,M,18-25,2,B,3,0,5,9.842329251122386,5289
716,1000136,P00321742,M,18-25,2,B,3,0,5,8.0,5228
717,1000137,P00250842,F,46-50,6,C,4,1,8,9.842329251122386,8126
718,1000137,P00198742,F,46-50,6,C,4,1,1,2.0,11446
719,1000137,P00010742,F,46-50,6,C,4,1,1,8.0,15334
720,1000137,P00303342,F,46-50,6,C,4,1,1,16.0,15739
721,1000137,P00004242,F,46-50,6,C,4,1,1,6.0,11809
722,1000137,P00173942,F,46-50,6,C,4,1,1,5.0,11814
723,1000137,P00058442,F,46-50,6,C,4,1,5,14.0,6938
724,1000137,P00124642,F,46-50,6,C,4,1,16,9.842329251122386,16828
725,1000137,P00026042,F,46-50,6,C,4,1,8,14.0,8066
726,1000138,P00113242,M,18-25,20,C,1,1,1,6.0,19391
727,1000138,P00081142,M,18-25,20,C,1,1,6,8.0,12146
728,1000138,P00135742,M,18-25,20,C,1,1,6,8.0,19977
729,1000139,P00329542,F,26-35,20,C,2,0,1,15.0,7773
730,1000139,P00249642,F,26-35,20,C,2,0,3,5.0,8314
731,1000139,P00020142,F,26-35,20,C,2,0,7,9.842329251122386,21002
732,1000139,P00274942,F,26-35,20,C,2,0,8,9.842329251122386,9746
733,1000139,P00110842,F,26-35,20,C,2,0,1,2.0,15239
734,1000139,P00121342,F,26-35,20,C,2,0,1,5.0,15795
735,1000139,P00121642,F,26-35,20,C,2,0,5,14.0,8778
736,1000139,P00159542,F,26-35,20,C,2,0,10,15.0,23595
737,1000139,P00115142,F,26-35,20,C,2,0,1,8.0,19117
738,1000139,P00044442,F,26-35,20,C,2,0,1,16.0,15688
739,1000139,P00227542,F,26-35,20,C,2,0,13,9.842329251122386,928
740,1000139,P00127842,F,26-35,20,C,2,0,1,2.0,15311
741,1000139,P00241642,F,26-35,20,C,2,0,1,2.0,19621
742,1000139,P00226742,F,26-35,20,C,2,0,11,9.842329251122386,1558
743,1000140,P00062842,F,36-45,1,B,3,0,1,2.0,3843
744,1000140,P00084642,F,36-45,1,B,3,0,13,16.0,770
745,1000142,P00192042,M,26-35,7,A,2,0,5,9.0,5267
746,1000142,P00002542,M,26-35,7,A,2,0,8,14.0,4072
747,1000142,P00028842,M,26-35,7,A,2,0,6,8.0,20214
748,1000142,P00184942,M,26-35,7,A,2,0,1,8.0,12025
749,1000142,P00025442,M,26-35,7,A,2,0,1,2.0,15212
750,1000143,P00250242,M,18-25,3,C,0,0,5,9.842329251122386,7170
751,1000143,P00184942,M,18-25,3,C,0,0,1,8.0,19662
752,1000143,P00284642,M,18-25,3,C,0,0,5,8.0,6951
753,1000145,P00250342,M,18-25,4,C,4,0,16,9.842329251122386,16772
754,1000145,P00317842,M,18-25,4,C,4,0,8,9.842329251122386,5953
755,1000145,P00214142,M,18-25,4,C,4,0,8,9.842329251122386,9756
756,1000145,P00248342,M,18-25,4,C,4,0,8,13.0,2159
757,1000146,P00248942,F,36-45,20,B,3,1,1,6.0,15659
758,1000146,P00188542,F,36-45,20,B,3,1,5,8.0,5247
759,1000146,P00081142,F,36-45,20,B,3,1,6,8.0,16004
760,1000146,P00088242,F,36-45,20,B,3,1,6,10.0,12053
761,1000146,P00223842,F,36-45,20,B,3,1,2,4.0,3489
762,1000146,P00121042,F,36-45,20,B,3,1,15,9.842329251122386,16616
763,1000146,P00027142,F,36-45,20,B,3,1,8,9.842329251122386,7968
764,1000146,P00114142,F,36-45,20,B,3,1,8,9.842329251122386,9932
765,1000146,P00116742,F,36-45,20,B,3,1,11,9.842329251122386,2944
766,1000146,P00289642,F,36-45,20,B,3,1,8,9.842329251122386,8057
767,1000146,P00118442,F,36-45,20,B,3,1,1,2.0,15347
768,1000146,P00227742,F,36-45,20,B,3,1,5,14.0,7110
769,1000146,P00127542,F,36-45,20,B,3,1,1,2.0,3836
770,1000146,P00010842,F,36-45,20,B,3,1,8,16.0,9885
771,1000146,P00323942,F,36-45,20,B,3,1,8,15.0,9832
772,1000146,P00101142,F,36-45,20,B,3,1,8,9.842329251122386,7892
773,1000146,P00203142,F,36-45,20,B,3,1,16,9.842329251122386,16813
774,1000146,P00112342,F,36-45,20,B,3,1,13,16.0,959
775,1000146,P00129642,F,36-45,20,B,3,1,5,9.842329251122386,5381
776,1000146,P00178642,F,36-45,20,B,3,1,5,15.0,7055
777,1000146,P00288442,F,36-45,20,B,3,1,5,14.0,6866
778,1000146,P00274042,F,36-45,20,B,3,1,1,9.842329251122386,19177
779,1000146,P00091842,F,36-45,20,B,3,1,8,9.842329251122386,7805
780,1000146,P00320442,F,36-45,20,B,3,1,6,10.0,8667
781,1000147,P00184942,M,18-25,4,B,4,0,1,8.0,19474
782,1000147,P00016042,M,18-25,4,B,4,0,1,16.0,11916
783,1000147,P00214242,M,18-25,4,B,4,0,1,16.0,7589
784,1000147,P00110742,M,18-25,4,B,4,0,1,2.0,15308
785,1000147,P00008542,M,18-25,4,B,4,0,2,8.0,9614
786,1000147,P00352142,M,18-25,4,B,4,0,1,6.0,15387
787,1000147,P00150942,M,18-25,4,B,4,0,6,11.0,20585
788,1000148,P00184942,M,51-55,17,B,3,1,1,8.0,19031
789,1000148,P00118442,M,51-55,17,B,3,1,1,2.0,15671
